CR2/DMC Archive                  : http://www.cr2.cl/recursos-y-publicaciones/datos-ozonosonda/
STATION                          : Easter Island, Chile
Data Provider                    : DMC Dirección Meteorológica de Chile, GAW Program
Data Compilation                 : 26 July, 2016, by CR2 Center for Climate and Resilience Research, data interpolated every 100m
Latitude (deg)                   : -27.16
Longitude (deg)                  : -109.43
Elevation (m)                    : 41.0
Launch Date                      : 19961115 
Launch Time (UT)                 : 
Highest level reached (hPa)      : 6.806
Integrated O3 until EOF (DU)     : 275.751
Sonde/Sage Climatology(1988-2002): 
Sonde Instrument, SN             : SPC 6A 
Radiosonde, SN                   : Vaisala, CCE64B
Solution                         : 1.0% buffered
Applied pump corrections         : 
Pump flow rate (sec/100ml)       : 9000
Background current (uA)          : 9000
Missing or bad values            : 9000
Alt       Press     Temp      RH        O3        O3        O3        u         v         Theta     Theta e   Q         
km        hPa       K         %         mPa       ppbv      DU        m/s       m/s       K         K         g/kg      
25.2       24.448   218.050     0.000    13.996   5724.900  163.563  9000.000  9000.000   627.550   629.920     0.00000
25.3       24.067   217.970     0.000    14.224   5910.200  165.320  9000.000  9000.000   630.150   632.540     0.00000
25.4       23.696   218.240     0.000    14.488   6114.200  167.107  9000.000  9000.000   633.730   636.150     0.00000
25.5       23.327   218.500     0.000    14.188   6082.200  168.856  9000.000  9000.000   637.310   639.750     0.00000
25.6       22.964   218.720     0.000    13.482   5870.900  170.515  9000.000  9000.000   640.800   643.260     0.00000
25.7       22.608   219.010     0.000    14.561   6440.700  172.306  9000.000  9000.000   644.530   647.010     0.00000
25.8       22.259   219.150     0.000    14.559   6540.700  174.094  9000.000  9000.000   647.800   650.310     0.00000
25.9       21.914   219.340     0.000    14.691   6703.900  175.898  9000.000  9000.000   651.250   653.790     0.00000
26.0       21.577   219.900     0.000    13.682   6341.200  177.573  9000.000  9000.000   655.800   658.360     0.00000
26.1       21.243   220.250     0.000    13.878   6533.000  179.270  9000.000  9000.000   659.770   662.360     0.00000
26.2       20.916   220.720     0.000    13.238   6329.100  180.885  9000.000  9000.000   664.110   666.730     0.00000
26.3       20.598   221.430     0.000    13.276   6445.200  182.499  9000.000  9000.000   669.150   671.800     0.00000
26.4       20.281   221.680     0.000    13.528   6670.300  184.143  9000.000  9000.000   672.870   675.540     0.00000
26.5       19.972   221.980     0.000    13.640   6829.500  185.797  9000.000  9000.000   676.760   679.460     0.00000
26.6       19.667   222.100     0.000    13.150   6686.400  187.391  9000.000  9000.000   680.090   682.810     0.00000
26.7       19.367   222.680     0.000    12.996   6710.300  188.963  9000.000  9000.000   684.860   687.610     0.00000
26.8       19.071   222.980     0.000    14.354   7526.400  190.696  9000.000  9000.000   688.780   691.560     0.00000
26.9       18.783   223.150     0.000    13.310   7086.200  192.302  9000.000  9000.000   692.310   695.110     0.00000
27.0       18.497   222.750     0.000    13.191   7131.100  193.897  9000.000  9000.000   694.090   696.910     0.00000
27.1       18.214   222.750     0.000    12.247   6724.000  195.377  9000.000  9000.000   697.150   699.990     0.00000
27.2       17.939   223.010     0.000    13.661   7615.400  197.027  9000.000  9000.000   701.000   703.870     0.00000
27.3       17.665   223.290     0.000    13.597   7697.400  198.666  9000.000  9000.000   704.940   707.840     0.00000
27.4       17.397   223.350     0.000    13.600   7817.300  200.306  9000.000  9000.000   708.210   711.130     0.00000
27.5       17.134   223.150     0.000    13.600   7937.300  201.947  9000.000  9000.000   710.680   713.620     0.00000
27.6       16.874   223.210     0.000    13.506   8003.700  203.576  9000.000  9000.000   713.960   716.930     0.00000
27.7       16.618   223.530     0.000    13.313   8011.500  205.180  9000.000  9000.000   718.100   721.100     0.00000
27.8       16.365   223.300     0.000    12.857   7856.700  206.730  9000.000  9000.000   720.500   723.520     0.00000
27.9       16.116   223.080     0.000    13.405   8317.600  208.348  9000.000  9000.000   722.940   725.980     0.00000
28.0       15.871   223.190     0.000    12.842   8091.600  209.898  9000.000  9000.000   726.480   729.540     0.00000
28.1       15.632   223.490     0.000    12.527   8014.100  211.407  9000.000  9000.000   730.620   733.710     0.00000
28.2       15.396   223.630     0.000    12.622   8198.200  212.927  9000.000  9000.000   734.270   737.390     0.00000
28.3       15.161   223.750     0.000    12.602   8312.400  214.443  9000.000  9000.000   737.850   741.000     0.00000
28.4       14.933   223.780     0.000    12.133   8124.900  215.903  9000.000  9000.000   741.180   744.350     0.00000
28.5       14.708   223.900     0.000    11.908   8096.300  217.335  9000.000  9000.000   744.790   748.000     0.00000
28.6       14.483   224.010     0.000    11.683   8066.700  218.739  9000.000  9000.000   748.410   751.640     0.00000
28.7       14.263   224.120     0.000    11.600   8132.900  220.133  9000.000  9000.000   752.030   755.290     0.00000
28.8       14.047   224.460     0.000    11.976   8525.600  221.570  9000.000  9000.000   756.440   759.730     0.00000
28.9       13.836   224.880     0.000    12.680   9164.800  223.088  9000.000  9000.000   761.140   764.460     0.00000
29.0       13.627   225.050     0.000    11.646   8546.100  224.482  9000.000  9000.000   765.030   768.380     0.00000
29.1       13.420   225.050     0.000    11.980   8926.400  225.915  9000.000  9000.000   768.360   771.740     0.00000
29.2       13.220   225.050     0.000    12.020   9092.300  227.353  9000.000  9000.000   771.670   775.070     0.00000
29.3       13.021   225.080     0.000    12.095   9288.600  228.800  9000.000  9000.000   775.110   778.540     0.00000
29.4       12.824   225.140     0.000    11.832   9226.300  230.215  9000.000  9000.000   778.710   782.160     0.00000
29.5       12.635   225.460     0.000    11.676   9241.200  231.609  9000.000  9000.000   783.210   786.700     0.00000
29.6       12.448   225.810     0.000    11.536   9267.400  232.985  9000.000  9000.000   787.830   791.350     0.00000
29.7       12.260   226.160     0.000    11.395   9294.400  234.342  9000.000  9000.000   792.450   796.010     0.00000
29.8       12.073   226.510     0.000    11.255   9322.200  235.680  9000.000  9000.000   797.080   800.660     0.00000
29.9       11.890   226.920     0.000    11.255   9465.800  237.015  9000.000  9000.000   801.960   805.580     0.00000
30.0       11.712   227.280     0.000    11.168   9535.700  238.338  9000.000  9000.000   806.670   810.330     0.00000
30.1       11.538   227.570     0.000    10.876   9426.200  239.625  9000.000  9000.000   811.160   814.850     0.00000
30.2       11.370   227.740     0.000    10.763   9466.200  240.897  9000.000  9000.000   815.260   818.980     0.00000
30.3       11.203   227.860     0.000    10.715   9564.800  242.164  9000.000  9000.000   819.190   822.940     0.00000
30.4       11.036   227.980     0.000    10.667   9666.300  243.424  9000.000  9000.000   823.120   826.900     0.00000
30.5       10.868   228.100     0.000    10.620   9771.000  244.677  9000.000  9000.000   827.050   830.870     0.00000
30.6       10.706   228.570     0.000    10.411   9725.000  245.904  9000.000  9000.000   832.310   836.150     0.00000
30.7       10.547   229.130     0.000    10.147   9620.700  247.096  9000.000  9000.000   837.880   841.760     0.00000
30.8       10.391   229.350     0.000    10.000   9623.900  248.270  9000.000  9000.000   842.260   846.180     0.00000
30.9       10.237   229.430     0.000    10.000   9768.600  249.444  9000.000  9000.000   846.140   850.090     0.00000
31.0       10.085   229.590     0.000     9.741   9658.500  250.586  9000.000  9000.000   850.340   854.330     0.00000
31.1        9.937   230.040     0.000     9.148   9206.100  251.657  9000.000  9000.000   855.590   859.620     0.00000
31.2        9.794   230.260     0.000     9.030   9220.600  252.713  9000.000  9000.000   860.060   864.110     0.00000
31.3        9.652   230.400     0.000     9.071   9397.900  253.773  9000.000  9000.000   864.260   868.350     0.00000
31.4        9.510   230.540     0.000     9.111   9580.500  254.837  9000.000  9000.000   868.460   872.580     0.00000
31.5        9.369   230.680     0.000     9.152   9768.600  255.905  9000.000  9000.000   872.660   876.810     0.00000
31.6        9.227   230.820     0.000     9.192   9962.500  256.978  9000.000  9000.000   876.860   881.050     0.00000
31.7        9.091   231.600     0.000     9.091  10000.000  258.035  9000.000  9000.000   883.500   887.730     0.00000
31.8        8.958   232.150     0.000     8.916   9953.300  259.069  9000.000  9000.000   889.350   893.630     0.00000
31.9        8.828   232.480     0.000     8.655   9804.500  260.071  9000.000  9000.000   894.340   898.650     0.00000
32.0        8.700   232.700     0.000     8.625   9913.300  261.069  9000.000  9000.000   898.940   903.290     0.00000
32.1        8.574   232.890     0.000     8.656  10096.000  262.070  9000.000  9000.000   903.450   907.830     0.00000
32.2        8.448   233.080     0.000     8.688  10284.000  263.074  9000.000  9000.000   907.960   912.370     0.00000
32.3        8.324   233.300     0.000     8.587  10315.000  264.065  9000.000  9000.000   912.630   917.090     0.00000
32.4        8.202   233.550     0.000     8.404  10245.000  265.034  9000.000  9000.000   917.410   921.900     0.00000
32.5        8.085   234.010     0.000     8.285  10247.000  265.987  9000.000  9000.000   923.060   927.600     0.00000
32.6        7.968   234.580     0.000     8.136  10211.000  266.921  9000.000  9000.000   929.120   933.700     0.00000
32.7        7.853   235.380     0.000     7.906  10067.000  267.825  9000.000  9000.000   936.190   940.810     0.00000
32.8        7.741   236.160     0.000     7.756  10019.000  268.710  9000.000  9000.000   943.210   947.890     0.00000
32.9        7.631   236.930     0.000     7.673  10055.000  269.582  9000.000  9000.000   950.200   954.930     0.00000
33.0        7.522   237.700     0.000     7.591  10093.000  270.442  9000.000  9000.000   957.190   961.970     0.00000
33.1        7.412   238.470     0.000     7.509  10131.000  271.289  9000.000  9000.000   964.190   969.010     0.00000
33.2        7.306   239.210     0.000     6.938   9495.700  272.070  9000.000  9000.000   971.130   976.000     0.00000
33.3        7.204   239.830     0.000     6.755   9377.800  272.829  9000.000  9000.000   977.630   982.550     0.00000
33.4        7.101   240.440     0.000     6.601   9296.600  273.568  9000.000  9000.000   984.110   989.070     0.00000
33.5        7.002   240.840     0.000     6.551   9355.900  274.301  9000.000  9000.000   989.730   994.740     0.00000
33.6        6.903   241.240     0.000     6.502   9418.400  275.026  9000.000  9000.000   995.350  1000.400     0.00000
33.7        6.806   241.530     0.000     6.500   9550.600  275.751  9000.000  9000.000  1000.600  1005.700     0.00000
33.8     9000.000  9000.000  9000.000  9000.000   9000.000 9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
33.9     9000.000  9000.000  9000.000  9000.000   9000.000 9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
34.0     9000.000  9000.000  9000.000  9000.000   9000.000 9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
34.1     9000.000  9000.000  9000.000  9000.000   9000.000 9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
34.2     9000.000  9000.000  9000.000  9000.000   9000.000 9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
34.3     9000.000  9000.000  9000.000  9000.000   9000.000 9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
34.4     9000.000  9000.000  9000.000  9000.000   9000.000 9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
34.5     9000.000  9000.000  9000.000  9000.000   9000.000 9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
34.6     9000.000  9000.000  9000.000  9000.000   9000.000 9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
34.7     9000.000  9000.000  9000.000  9000.000   9000.000 9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
34.8     9000.000  9000.000  9000.000  9000.000   9000.000 9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
34.9     9000.000  9000.000  9000.000  9000.000   9000.000 9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
35.0     9000.000  9000.000  9000.000  9000.000   9000.000 9000.000  9000.000  9000.000  9000.000  9000.000  9000.00000
